Configuration,Config_cost,Scenario_cost,Scenario,EmissionsThreshold,OilPrices,Risk.Free.Interest.Rate,RefOpEx,Carbon.Capture.Operating.Cost.Variation,Carbon.Price.Variation,Project.Lifetime,Year,RO_Options,Count,Total_Count,Percentage,Expected Total Emissions,Emissions Baseline,Expected Throughput
0,Hydroskimming,High Fuel Demand,LOW,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2049,Shutdown Refinery,310000,310000,1,0,10.94808594,0
0,Hydroskimming,High Fuel Demand,LOW,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2050,Shutdown Refinery,320000,320000,1,0,11.06121456,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2019,Continue Operation,10000,10000,1,3.397600237,3.397600237,506.787855
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2020,Continue Operation,20000,20000,1,3.761641604,3.761641604,560.0972975
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2021,Continue Operation,30000,30000,1,4.126947885,4.126947885,613.40674
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2022,Continue Operation,32332,40000,0.8083,3.632111473,3.632111473,538.9066903
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2022,Deploy Carbon Capture,7668,40000,0.1917,0.409552787,0.861407608,127.8094922
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2023,Continue Operation,35248,50000,0.70496,3.427060955,3.427060955,507.5892646
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2023,Deploy Carbon Capture,14752,50000,0.29504,0.681321041,1.434294235,212.4363604
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2024,Continue Operation,38164,60000,0.636066667,3.326918848,3.326918848,491.8926586
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2024,Deploy Carbon Capture,21836,60000,0.363933333,0.90341716,1.903537364,281.4424089
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2025,Continue Operation,41080,70000,0.586857143,3.286882484,3.286882484,485.1222353
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2025,Deploy Carbon Capture,28920,70000,0.413142857,1.097219085,2.313939665,341.5222747
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2026,Continue Operation,43996,80000,0.54995,3.284550528,3.284550528,483.9306762
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2026,Deploy Carbon Capture,36004,80000,0.45005,1.273415785,2.687902473,396.0232763
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2027,Continue Operation,46912,90000,0.521244444,3.307477792,3.307477792,486.4583598
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2027,Deploy Carbon Capture,43088,90000,0.478755556,1.437945577,3.037870973,446.8050352
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2028,Continue Operation,49828,100000,0.49828,3.348197166,3.348197166,491.5895135
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2028,Deploy Carbon Capture,50172,100000,0.50172,1.594371451,3.371312278,494.983324
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2029,Continue Operation,52742,110000,0.479472727,3.401827852,3.401827852,498.5951928
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2029,Deploy Carbon Capture,57258,110000,0.520527273,1.745021718,3.693107185,541.2870872
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2030,Continue Operation,55535,120000,0.462791667,3.457806038,3.457806038,505.9200192
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2030,Deploy Carbon Capture,64465,120000,0.537208333,1.894899368,4.013819506,587.2717033
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2031,Continue Operation,784,130000,0.006030769,0.047339011,0.047339011,6.914283949
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2031,Deploy Carbon Capture,2974,130000,0.022876923,0.084701826,0.17957426,26.22841896
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2031,Shutdown Refinery,126242,130000,0.971092308,0,7.622667694,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2032,Continue Operation,65,140000,0.000464286,0.003820515,0.003820515,0.557054925
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2032,Deploy Carbon Capture,638,140000,0.004557143,0.017672552,0.037499823,5.46770834
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2032,Shutdown Refinery,139297,140000,0.994978571,0,8.187480962,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Continue Operation,26,150000,0.000173333,0.001492276,0.001492276,0.217207475
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Deploy Carbon Capture,564,150000,0.00376,0.015242191,0.032370917,4.711731388
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Shutdown Refinery,149410,150000,0.996066667,0,8.575423354,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Continue Operation,6,160000,3.75e-05,0.000337164,0.000337164,0.048991106
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Deploy Carbon Capture,550,160000,0.0034375,0.014540126,0.030906689,4.49085138
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Shutdown Refinery,159444,160000,0.996525,0,8.959792858,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2035,Deploy Carbon Capture,536,170000,0.003152941,0.013892589,0.029555834,4.287176877
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2035,Shutdown Refinery,169464,170000,0.996847059,0,9.344495954,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2036,Deploy Carbon Capture,498,180000,0.002766667,0.011962637,0.025425216,3.699308645
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2036,Shutdown Refinery,179502,180000,0.997233333,0,9.16441173,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2037,Deploy Carbon Capture,498,190000,0.002621053,0.011117885,0.023606707,3.445269065
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2037,Shutdown Refinery,189502,190000,0.997378947,0,8.982968263,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2038,Deploy Carbon Capture,491,200000,0.002455,0.010212769,0.021663573,3.171419721
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2038,Shutdown Refinery,199509,200000,0.997545,0,8.802602288,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2039,Deploy Carbon Capture,456,210000,0.002171429,0.008856208,0.018767461,2.755936397
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2039,Shutdown Refinery,209544,210000,0.997828571,0,8.624142157,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2040,Deploy Carbon Capture,389,220000,0.001768182,0.007068046,0.01496325,2.204112565
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2040,Shutdown Refinery,219611,220000,0.998231818,0,8.447542991,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2041,Deploy Carbon Capture,309,230000,0.001343478,0.005261724,0.011128105,1.644286248
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2041,Shutdown Refinery,229691,230000,0.998656522,0,8.271927624,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2042,Deploy Carbon Capture,168,240000,7e-04,0.002685158,0.005673191,0.840884072
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2042,Shutdown Refinery,239832,240000,0.9993,0,8.098884893,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2043,Deploy Carbon Capture,115,250000,0.00046,0.001727618,0.003646426,0.542166826
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2043,Shutdown Refinery,249885,250000,0.99954,0,7.923366879,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2044,Deploy Carbon Capture,50,260000,0.000192308,0.000706875,0.001490466,0.222304637
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2044,Shutdown Refinery,259950,260000,0.999807692,0,7.748930927,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2045,Deploy Carbon Capture,27,270000,1e-04,0.000359611,0.000757478,0.113334469
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2045,Shutdown Refinery,269973,270000,0.9999,0,7.574024868,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2046,Deploy Carbon Capture,3,280000,1.07142857142857e-05,3.77E-05,7.93E-05,0.011900414
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2046,Shutdown Refinery,279997,280000,0.999989286,0,7.400016879,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2047,Shutdown Refinery,290000,290000,1,0,7.226362851,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2048,Shutdown Refinery,300000,300000,1,0,7.053582403,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2049,Shutdown Refinery,310000,310000,1,0,6.88175482,0
0,Hydroskimming,Medium Fuel Demand,MEDIUM,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2050,Shutdown Refinery,320000,320000,1,0,6.710880104,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2019,Continue Operation,10000,10000,1,53.14597146,53.14597146,4433.441244
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2020,Continue Operation,20000,20000,1,52.50953005,52.50953005,4377.782393
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2021,Continue Operation,30000,30000,1,51.87230621,51.87230621,4322.123543
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2022,Continue Operation,20000,40000,0.5,25.61714998,25.61714998,2133.232346
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2022,Deploy Carbon Capture,20000,40000,0.5,10.79693148,25.61714998,2133.232346
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2023,Continue Operation,20000,50000,0.4,20.23820451,20.23820451,1684.322337
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2023,Deploy Carbon Capture,30000,50000,0.6,12.81299235,30.35730677,2526.483505
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2024,Continue Operation,20000,60000,0.333333333,16.65198006,16.65198006,1385.048997
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2024,Deploy Carbon Capture,40000,60000,0.666666667,14.07665285,33.30396012,2770.097994
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2025,Continue Operation,20000,70000,0.285714286,14.09016762,14.09016762,1171.282326
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2025,Deploy Carbon Capture,50000,70000,0.714285714,14.90988501,35.22541904,2928.205814
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2026,Continue Operation,20000,80000,0.25,12.16861268,12.16861268,1010.957322
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2026,Deploy Carbon Capture,60000,80000,0.75,15.47367487,36.50583803,3032.871967
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2027,Continue Operation,19996,90000,0.222177778,10.6717613,10.6717613,886.0828455
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2027,Deploy Carbon Capture,70004,90000,0.777822222,15.85836523,37.36077105,3102.087593
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2028,Continue Operation,19986,100000,0.19986,9.471331735,9.471331735,785.951766
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2028,Deploy Carbon Capture,80014,100000,0.80014,16.11771979,37.91849982,3146.559822
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2029,Continue Operation,19950,110000,0.181363636,8.478087723,8.478087723,703.1201101
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2029,Deploy Carbon Capture,90050,110000,0.818636364,16.28918972,38.26826062,3173.732627
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2030,Continue Operation,19900,120000,0.165833333,7.64526205,7.64526205,633.6813196
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2030,Deploy Carbon Capture,100100,120000,0.834166667,16.3923373,38.45682066,3187.512567
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2031,Continue Operation,19706,130000,0.151584615,6.890587116,6.890587116,570.7971802
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2031,Deploy Carbon Capture,110294,130000,0.848415385,16.4619901,38.56644755,3194.737856
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2032,Continue Operation,15154,140000,0.108242857,4.850492773,4.850492773,401.567598
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2032,Deploy Carbon Capture,124846,140000,0.891757143,17.08085321,39.96071141,3308.308588
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Continue Operation,14361,150000,0.09574,4.22831797,4.22831797,349.8547676
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Deploy Carbon Capture,127045,150000,0.846966667,16.0110198,37.40593667,3095.000275
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2033,Shutdown Refinery,8594,150000,0.057293333,0,2.53033665,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Continue Operation,8715,160000,0.05446875,2.370327268,2.370327268,196.0089824
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Deploy Carbon Capture,141194,160000,0.8824625,16.46024148,38.40229355,3175.592916
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2034,Shutdown Refinery,10091,160000,0.06306875,0,2.744575153,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2035,Continue Operation,3620,170000,0.021294118,0.912857917,0.912857917,75.44292161
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2035,Deploy Carbon Capture,106751,170000,0.627947059,11.55432717,26.91947391,2224.753405
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2035,Shutdown Refinery,59629,170000,0.350758824,0,15.0366864,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2036,Continue Operation,360,180000,0.002,0.083430085,0.083430085,6.904127562
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2036,Deploy Carbon Capture,59559,180000,0.330883333,5.932128921,13.80281224,1142.230371
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2036,Shutdown Refinery,120081,180000,0.667116667,0,27.82879996,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2037,Continue Operation,68,190000,0.000357895,0.014517626,0.014517626,1.202965785
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2037,Deploy Carbon Capture,59831,190000,0.3149,5.496947612,12.77358901,1058.450675
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2037,Shutdown Refinery,130101,190000,0.684742105,0,27.77584704,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2038,Continue Operation,8,200000,4e-05,0.00157663,0.00157663,0.130815683
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2038,Deploy Carbon Capture,59760,200000,0.2988,5.074876587,11.77742681,977.1931525
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2038,Shutdown Refinery,140232,200000,0.70116,0,27.63674894,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2039,Continue Operation,2,210000,9.52380952380952e-06,0.00036448,0.00036448,0.030281488
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2039,Deploy Carbon Capture,59467,210000,0.28317619,4.675869811,10.83727696,900.374619
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2039,Shutdown Refinery,150531,210000,0.716814286,0,27.43279698,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2040,Deploy Carbon Capture,58768,220000,0.267127273,4.284795366,9.917904523,825.0814492
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2040,Shutdown Refinery,161232,220000,0.732872727,0,27.21010724,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2041,Deploy Carbon Capture,57363,230000,0.249404348,3.882811246,8.975681493,747.6854335
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2041,Shutdown Refinery,172637,230000,0.750595652,0,27.01279093,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2042,Deploy Carbon Capture,53404,240000,0.222516667,3.359203415,7.755110903,646.8667793
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2042,Shutdown Refinery,186596,240000,0.777483333,0,27.0967095,0
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2043,Deploy Carbon Capture,50709,250000,0.202836,2.966375047,6.839235546,571.2293426
3,Medium Conversion,Low Fuel Demand,HIGH,Carbon Tax,RefOPS,RefRFRate,RefRefOpEx,RefCCOpEx,RefCPS,RefProjLife,2043,Shutdown Refinery,199291,250000,0.797164,0,26.87882016,0
